Datetime,Close,returns,EMA_S,EMA_L,pos,trades,str_sma,str_net,cum_str_net
2024-07-03 07:00:00+00:00,3349.835205078125,-0.004702529249625204,3408.2800296542723,3420.282924759621,-1,0.0,0.004702529249625204,0.004702529249625204,1.004713603492476
2024-07-03 08:00:00+00:00,3335.549560546875,-0.00427370054991099,3403.7350317629043,3416.7589488226017,-1,0.0,0.00427370054991099,0.00427370054991099,1.0090166369610751
2024-07-03 09:00:00+00:00,3337.075927734375,0.00045750123899622924,3399.577276402846,3413.462238123195,-1,0.0,-0.00045750123899622924,-0.00045750123899622924,1.008555116180712
2024-07-03 10:00:00+00:00,3307.593017578125,-0.008874212962095191,3393.850026908425,3409.103962073631,-1,0.0,0.008874212962095191,0.008874212962095191,1.0175450794923877
2024-07-03 11:00:00+00:00,3303.87646484375,-0.0011242744553933615,3388.257239113138,3404.7928099073056,-1,0.0,0.0011242744553933615,0.0011242744553933615,1.0186897227584961
2024-07-03 12:00:00+00:00,3284.709716796875,-0.005818183624422838,3381.830677958464,3399.89558412139,-1,0.0,0.005818183624422838,0.005818183624422838,1.0246339220751692
2024-07-03 13:00:00+00:00,3313.30322265625,0.008667362469412264,3377.5837892961063,3396.379710860954,-1,0.0,-0.008667362469412264,-0.008667362469412264,1.015791424396649
2024-07-03 14:00:00+00:00,3303.670166015625,-0.002911622241825551,3373.0093561840276,3392.6313532502286,-1,0.0,0.002911622241825551,0.002911622241825551,1.0187533351911748
2024-07-03 15:00:00+00:00,3299.534912109375,-0.0012524991721214504,3368.467929329519,3388.8826012258764,-1,0.0,0.0012524991721214504,0.0012524991721214504,1.0200301223205952
2024-07-03 16:00:00+00:00,3311.926513671875,0.0037485255602239527,3364.977327503012,3385.7958293838383,-1,0.0,-0.0037485255602239527,-0.0037485255602239527,1.016213670836733
2024-07-03 17:00:00+00:00,3299.41845703125,-0.0037838205749399635,3360.934595560472,3382.3440963554567,-1,0.0,0.0037838205749399635,0.0037838205749399635,1.0200661249341259
2024-07-03 18:00:00+00:00,3302.7314453125,0.0010036090086813759,3357.349258136216,3379.174092798913,-1,0.0,-0.0010036090086813759,-0.0010036090086813759,1.0190428909310092
2024-07-03 19:00:00+00:00,3266.696044921875,-0.010970746498187937,3351.7705309609055,3374.710877072968,-1,0.0,0.010970746498187937,0.010970746498187937,1.0302841016481812
2024-07-03 20:00:00+00:00,3255.772705078125,-0.003349452630496285,3345.8684081068955,3370.006922291581,-1,0.0,0.003349452630496285,0.003349452630496285,1.0337407751931011
2024-07-03 21:00:00+00:00,3296.244873046875,0.012354265613590867,3342.820131538799,3367.0989289073577,-1,0.0,-0.012354265613590867,-0.012354265613590867,1.0210482320413878
2024-07-03 22:00:00+00:00,3299.69921875,0.0010474151905648117,3340.17347382297,3364.4498712580234,-1,0.0,-0.0010474151905648117,-0.0010474151905648117,1.0199793305024254
2024-07-03 23:00:00+00:00,3294.7802734375,-0.0014918375985911868,3337.3894964911356,3361.7196257182586,-1,0.0,0.0014918375985911868,0.0014918375985911868,1.021502109604592
2024-07-04 00:00:00+00:00,3303.21484375,0.0025567084416566925,3335.295072544996,3359.4333706348407,-1,0.0,-0.0025567084416566925,-0.0025567084416566925,1.0188937623503622
2024-07-04 01:00:00+00:00,3213.989013671875,-0.027383340291250818,3327.8657736287464,3353.765069427954,-1,0.0,0.027383340291250818,0.027383340291250818,1.0471799952280756
2024-07-04 02:00:00+00:00,3226.3974609375,0.00385332857525616,3321.6553860713047,3348.81417591632,-1,0.0,-0.00385332857525616,-0.00385332857525616,1.0431526309911132
2024-07-04 03:00:00+00:00,3240.137451171875,0.0042495744934572715,3316.669052685282,3344.600378966539,-1,0.0,-0.0042495744934572715,-0.0042495744934572715,1.0387290819353174
2024-07-04 04:00:00+00:00,3235.647705078125,-0.0013866262406184273,3311.7158808976637,3340.3860392102006,-1,0.0,0.0013866262406184273,0.0013866262406184273,1.040170409997938
2024-07-04 05:00:00+00:00,3222.04443359375,-0.004213050518211835,3306.2367860472464,3335.819112011206,-1,0.0,0.004213050518211835,0.004213050518211835,1.0445619448662
2024-07-04 06:00:00+00:00,3203.161376953125,-0.005877822925198708,3299.9418050392464,3330.711087997931,-1,0.0,0.005877822925198708,0.005877822925198708,1.0507197746001211
2024-07-04 07:00:00+00:00,3172.45751953125,-0.009631722123486695,3292.1597576063427,3324.630511565398,-1,0.0,0.009631722123486695,0.009631722123486695,1.0608889100262224
2024-07-04 08:00:00+00:00,3163.65673828125,-0.0027779760754453714,3284.318950857013,3318.4581278763317,-1,0.0,0.0027779760754453714,0.0027779760754453714,1.063840131350178
2024-07-04 09:00:00+00:00,3160.56787109375,-0.0009768367266842811,3276.771188944122,3312.415944566062,-1,0.0,0.0009768367266842811,0.0009768367266842811,1.0648798371905517
2024-07-04 10:00:00+00:00,3166.255615234375,0.001797978301483875,3270.033277121489,3306.833277819383,-1,0.0,-0.001797978301483875,-0.001797978301483875,1.062966926550833
2024-07-04 11:00:00+00:00,3156.566162109375,-0.0030649165993304425,3263.1179186093145,3301.104245119019,-1,0.0,0.0030649165993304425,0.0030649165993304425,1.066229829236629
2024-07-04 12:00:00+00:00,3128.45849609375,-0.008944389221463078,3254.913763587227,3294.533589930963,-1,0.0,0.008944389221463078,0.008944389221463078,1.075809381585973
2024-07-04 13:00:00+00:00,3121.4755859375,-0.0022345557473758817,3246.786607041194,3287.9583896101467,-1,0.0,0.0022345557473758817,0.0022345557473758817,1.0782160255112723
2024-07-04 14:00:00+00:00,3121.589599609375,3.652490195100944e-05,3239.1636701676716,3281.6476307104913,-1,0.0,-3.652490195100944e-05,-3.652490195100944e-05,1.0781766444958567
2024-07-04 15:00:00+00:00,3137.1201171875,0.004962859808880413,3232.9522383514663,3276.173949348618,-1,0.0,-0.004962859808880413,-0.004962859808880413,1.072839060755302
2024-07-04 16:00:00+00:00,3139.294921875,0.0006930085920080125,3227.2527866855185,3270.9977510517583,-1,0.0,-0.0006930085920080125,-0.0006930085920080125,1.0720958316301867
2024-07-04 17:00:00+00:00,3140.82568359375,0.00048749437956096956,3221.9946300398287,3266.082320533585,-1,0.0,-0.00048749437956096956,-0.00048749437956096956,1.0715733183094178
2024-07-04 18:00:00+00:00,3129.340087890625,-0.0036635741280654317,3216.3589148853325,3260.9259992303087,-1,0.0,0.0036635741280654317,0.0036635741280654317,1.0755063065927892
2024-07-04 19:00:00+00:00,3133.287109375,0.001260500388304883,3211.3071761266447,3256.119413173759,-1,0.0,-0.001260500388304883,-0.001260500388304883,1.0741514845319569
2024-07-04 20:00:00+00:00,3141.27685546875,0.0025467109608884714,3207.0493880186336,3251.8002966365502,-1,0.0,-0.0025467109608884714,-0.0025467109608884714,1.0714194115493754
2024-07-04 21:00:00+00:00,3158.052978515625,0.0053263325306914565,3204.071020340006,3248.278936935038,-1,0.0,-0.0053263325306914565,-0.0053263325306914565,1.0657278465233158
2024-07-04 22:00:00+00:00,3125.79150390625,-0.010268159295400146,3199.313469788805,3243.68354208367,-1,0.0,0.010268159295400146,0.010268159295400146,1.076727285167304
2024-07-04 23:00:00+00:00,3062.264404296875,-0.020532888665625824,3190.985534033978,3236.88503322057,-1,0.0,0.020532888665625824,0.020532888665625824,1.0990641419720188
2024-07-05 00:00:00+00:00,3100.96337890625,0.01255818689957196,3185.5161149788537,3231.7971487118343,-1,0.0,-0.01255818689957196,-0.01255818689957196,1.0853481930467364
2024-07-05 01:00:00+00:00,3095.517333984375,-0.0017577869040463776,3180.0489378003967,3226.7013040283446,-1,0.0,0.0017577869040463776,0.0017577869040463776,1.087257681632155
2024-07-05 02:00:00+00:00,2976.119140625,-0.039334893716306225,3167.662514964054,3217.341037891668,-1,0.0,0.039334893716306225,0.039334893716306225,1.1308771057106277
2024-07-05 03:00:00+00:00,2920.840576171875,-0.01874870657567694,3152.6728685090607,3206.2764947783253,-1,0.0,0.01874870657567694,0.01874870657567694,1.1522795963109602
2024-07-05 04:00:00+00:00,2867.597900390625,-0.01839673259317831,3135.362248314107,3193.650024379355,-1,0.0,0.01839673259317831,0.01839673259317831,1.1736739657751647
2024-07-05 05:00:00+00:00,2895.556396484375,0.009702573968158943,3120.802210018189,3182.546817359812,-1,0.0,-0.009702573968158943,-0.009702573968158943,1.1623413738673358
2024-07-05 06:00:00+00:00,2859.44580078125,-0.012549454676817338,3104.9354527875807,3170.5227767837046,-1,0.0,0.012549454676817338,0.012549454676817338,1.1770200362183658
2024-07-05 07:00:00+00:00,2878.168212890625,0.006526224495472102,3091.1699995785607,3159.652199166201,-1,0.0,-0.006526224495472102,-0.006526224495472102,1.1693635503742186
2024-07-05 08:00:00+00:00,2852.310302734375,-0.009024756165801496,3076.6719034074636,3148.2337039769614,-1,0.0,0.009024756165801496,0.009024756165801496,1.179964534985389
2024-07-05 09:00:00+00:00,2881.758056640625,0.010271245807099682,3064.8422710852506,3138.3412918057343,-1,0.0,-0.010271245807099682,-0.010271245807099682,1.1679068588858004
2024-07-05 10:00:00+00:00,2913.889892578125,0.011088377155219306,3055.681513970332,3130.0152752085737,-1,0.0,-0.011088377155219306,-0.011088377155219306,1.1550282008158494
2024-07-05 11:00:00+00:00,2946.626220703125,0.011171940485359346,3049.063872008827,3123.2174362630435,-1,0.0,-0.011171940485359346,-0.011171940485359346,1.1421961076545686
2024-07-05 12:00:00+00:00,2939.58984375,-0.002390799191770063,3042.421321871546,3116.415545245962,-1,0.0,0.002390799191770063,0.002390799191770063,1.1449301361398476
2024-07-05 13:00:00+00:00,2966.980224609375,0.009274613483610404,3037.844110661839,3110.88394765531,-1,0.0,-0.009274613483610404,-0.009274613483610404,1.1343604423393523
2024-07-05 14:00:00+00:00,2954.348388671875,-0.004266561079274046,3032.778541341505,3105.093304372843,-1,0.0,0.004266561079274046,0.004266561079274046,1.1392105998416169
2024-07-05 15:00:00+00:00,2984.51708984375,0.010159839716043145,3029.8507693329575,3100.6356907886366,-1,0.0,-0.010159839716043145,-0.010159839716043145,1.127695000123522
2024-07-05 16:00:00+00:00,2966.065673828125,-0.0062015691183021325,3025.981485674405,3095.6637477982167,-1,0.0,0.0062015691183021325,0.0062015691183021325,1.1347102087784147
2024-07-05 17:00:00+00:00,2991.30810546875,0.00847439950621976,3023.87827114725,3091.810379317038,-1,0.0,-0.00847439950621976,-0.00847439950621976,1.1251348511532195
2024-07-05 18:00:00+00:00,2990.816162109375,-0.00016447112713795955,3021.872896913068,3088.0832262184417,-1,0.0,0.00016447112713795955,0.00016447112713795955,1.125319918569077
2024-07-05 19:00:00+00:00,2982.535400390625,-0.002772569783219069,3019.487006754931,3084.1901300261416,-1,0.0,0.002772569783219069,0.002772569783219069,1.1284442758195603
2024-07-05 20:00:00+00:00,2973.827880859375,-0.002923772551496182,3016.7178250402276,3080.1215752753837,-1,0.0,0.002923772551496182,0.002923772551496182,1.131748418145641
2024-07-05 21:00:00+00:00,2979.806396484375,0.0020083590479455884,3014.479278877332,3076.4252652501486,-1,0.0,-0.0020083590479455884,-0.0020083590479455884,1.1294777418998838
2024-07-05 22:00:00+00:00,2976.275390625,-0.0011856809222082307,3012.1624431714836,3072.7368289141386,-1,0.0,0.0011856809222082307,0.0011856809222082307,1.13081773635646
2024-07-05 23:00:00+00:00,2982.21923828125,0.0019950843285047714,3010.346637002412,3069.4046927695913,-1,0.0,-0.0019950843285047714,-0.0019950843285047714,1.1285639086480175
2024-07-06 00:00:00+00:00,2990.6396484375,0.0028195595758794827,3009.1516147235584,3066.506491228178,-1,0.0,-0.0028195595758794827,-0.0028195595758794827,1.1253863372534425
2024-07-06 01:00:00+00:00,2964.969970703125,-0.008620389292654611,3006.472550779066,3062.772014050771,-1,0.0,0.008620389292654611,0.008620389292654611,1.1351295403514199
2024-07-06 02:00:00+00:00,2981.820068359375,0.0056669707993711555,3004.9777331318487,3059.795868330071,-1,0.0,-0.0056669707993711555,-0.0056669707993711555,1.128714987102424
2024-07-06 03:00:00+00:00,2980.26904296875,-0.0005202959555460112,3003.4795515254423,3056.8732873530425,-1,0.0,0.0005202959555460112,0.0005202959555460112,1.1293024057476986
2024-07-06 04:00:00+00:00,2965.103515625,-0.005101634956138849,3001.152731434223,3053.5020839379704,-1,0.0,0.005101634956138849,0.005101634956138849,1.1350784153957527
2024-07-06 05:00:00+00:00,2972.366943359375,0.0024466416827919227,2999.407433786098,3050.5226562094876,-1,0.0,-0.0024466416827919227,-0.0024466416827919227,1.1323046797836354
2024-07-06 06:00:00+00:00,2991.3740234375,0.006374235413676923,2998.920375761062,3048.351390090426,-1,0.0,-0.006374235413676923,-0.006374235413676923,1.1251100576625435
2024-07-06 07:00:00+00:00,3005.2490234375,0.004627612792197881,2999.304066827275,3046.7697063394644,-1,0.0,-0.004627612792197881,-0.004627612792197881,1.119915512409115
2024-07-06 08:00:00+00:00,3001.52490234375,-0.0012399739417293559,2999.438707968716,3045.1099553564354,-1,0.0,0.0012399739417293559,0.0012399739417293559,1.1213050397722644
2024-07-06 09:00:00+00:00,2999.101806640625,-0.0008076142550911886,2999.418283286695,3043.4227421653677,-1,0.0,0.0008076142550911886,0.0008076142550911886,1.1222109874855923
2024-07-06 10:00:00+00:00,3012.224853515625,0.0043661136597256366,3000.1946682953767,3042.2790043374353,-1,0.0,-0.0043661136597256366,-0.0043661136597256366,1.1173219675390154
