Time,Close,Cum_Return,Volume,Value,symbol,period,limit,maker_fr,taker_fr,Recomandation,Buy,Sell,Neutral
2024-09-29 22:15:00,0.034356,0.9814878299622902,795.5,27.303864,NOMUSDT,15min,48,0.003,0.003,SELL,3,13,10
2024-09-29 22:15:00,1.3322,1.0121562072633343,97.808578,130.449866179972,LDOUSDT,15min,48,0.002,0.002,BUY,11,6,9
2024-09-29 22:15:00,0.037852,1.2260551290771873,803.5,30.409782,ENQAIUSDT,15min,48,0.003,0.003,SELL,5,11,10
2024-09-29 22:15:00,0.05177,1.0008699855002414,800.5,41.3544525,MAKUSDT,15min,48,0.003,0.003,NEUTRAL,9,7,10
2024-09-29 22:15:00,10.5987,1.0431791338582677,1.614,17.1128435,PRIMEUSDT,15min,48,0.003,0.003,SELL,2,16,8
2024-09-29 22:15:00,0.036293,1.0048452295254444,791.29749888,28.7584791968384,PBRUSDT,15min,48,0.003,0.003,SELL,2,16,8
2024-09-29 22:15:00,0.138104,1.0048896909016827,160.3,22.1523562,ZEROUSDT,15min,48,0.003,0.003,BUY,15,2,9
2024-09-29 22:15:00,0.006405,1.0402793568296242,9761.78711734,62.66266088891204,XHVUSDT,15min,48,0.003,0.003,BUY,13,4,9
2024-09-29 22:15:00,1.9668,1.0021400183430147,15.60863486,30.689562713723,RARIUSDT,15min,48,0.003,0.003,STRONG_BUY,16,1,9
2024-09-29 22:15:00,0.1697,1.0229053646775172,160.4,27.20727,APRSUSDT,15min,48,0.003,0.003,BUY,11,6,9
2024-09-29 22:15:00,0.008236,1.0164136739479206,7980.0,65.679475,OOEUSDT,15min,48,0.003,0.003,BUY,14,2,10
2024-09-29 22:15:00,0.332202,1.037998256473389,214.89406768,71.37326347106045,ZEUSUSDT,15min,48,0.003,0.003,STRONG_BUY,16,0,10
2024-09-29 22:15:00,8.109,1.0329409966371141,8.065,65.4984635,APTUSDT,15min,48,0.002,0.002,BUY,11,7,8
2024-09-29 22:15:00,0.3324,1.0012048192771081,86.38177701,28.708213520815,JONESUSDT,15min,48,0.003,0.003,STRONG_BUY,17,0,9
2024-09-29 22:15:00,0.091894,1.0285759057991297,4432.82578045,406.66551318462314,MYROUSDT,15min,48,0.003,0.003,STRONG_BUY,16,1,9
2024-09-29 22:15:00,1.0452,1.0218007625378824,16.02494122,16.77055575161,GHSTUSDT,15min,48,0.003,0.003,SELL,5,14,7
2024-09-29 22:15:00,9.209e-07,1.0240186811964858,112615898.97640267,103.94449293342761,STARLUSDT,15min,48,0.003,0.003,BUY,14,2,10
2024-09-29 22:15:00,8.4347e-08,1.0036052543905576,918333002.86,77.52893027958697,BRISEUSDT,15min,48,0.003,0.003,BUY,15,1,10
2024-09-29 22:15:00,0.069878,1.0213394136046063,798.0,55.8528845,ACAUSDT,15min,48,0.003,0.003,NEUTRAL,7,9,10
2024-09-29 22:15:00,0.013409,1.0467603434816555,5287.03081086,70.88523958954953,BENDOGUSDT,15min,48,0.003,0.003,BUY,14,2,10
2024-09-29 22:15:00,0.087632,0.9988943222879547,3342.51999096,295.16371247549745,SALUSDT,15min,48,0.003,0.003,BUY,14,2,10
2024-09-29 22:15:00,5.4376,1.0265239470653755,299.22107317,1627.856197329658,AXSUSDT,15min,48,0.002,0.002,BUY,10,7,9
2024-09-29 22:15:00,0.373,1.1434702636419376,434.33874412,161.222097080854,PONKEUSDT,15min,48,0.003,0.003,STRONG_BUY,17,1,8
2024-09-29 22:15:00,0.4863,1.0030940594059405,79.3,38.608555,BONEUSDT,15min,48,0.003,0.003,NEUTRAL,9,9,8
2024-09-29 22:15:00,0.6568,1.0428707526198793,80.3,52.77286,OSMOUSDT,15min,48,0.003,0.003,BUY,10,6,10
2024-09-29 22:15:00,0.161261,1.0349782749613308,159.8,25.7722529,SDNUSDT,15min,48,0.003,0.003,BUY,11,5,10
2024-09-29 22:15:00,0.321,0.9987554449284382,79.75,25.63311,POLSUSDT,15min,48,0.003,0.003,BUY,11,5,10
2024-09-29 22:15:00,0.006273,1.0402985074626874,11309.0,69.93783174773083,XYOUSDT,15min,48,0.003,0.003,STRONG_BUY,17,1,8
2024-09-29 22:15:00,0.023723,1.0156263378713932,7195.17525983,171.07079596471684,JASMYUSDT,15min,48,0.003,0.003,BUY,10,6,10
2024-09-29 22:15:00,0.182739,1.0075869940395785,159.2,29.0960067,WOOUSDT,15min,48,0.003,0.003,BUY,11,5,10
